Subject,type,label,isDistrictAuthority,contractingAuthority,Date Modified,hasEconomicIndicator,Type,Is Referenced By,cup,lot,repairRelatedTo,Relation,Date,entity,hasIter,unit,instabilityGroup,primaryGeographicalFeature,hasStep,value,repairCategory,isMemberOf,isLotOf,lat,long,point,Source,hasAgreement,Publisher,Type,contact,Description,location,amountFinanced,Subject,role,instabilityRelatedTo,procedureType,lithologyType
https://w3id.org/italia/env/ld/ihi/lot/296/075,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lot/fg022a/101,,,,,,https://w3id.org/italia/env/ld/ihi/economicindicator/fg022a/101_11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/intervention/dpc@19_5166/xm,,S.P. 635*S.P. 635 AL KM 2+952*MESSA IN SICUREZZA PONTE DI SAN FELICE MEDIANTE COMPLETAMENTO INTERVENTI DI RISANAMENTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/economicindicator/227/091_1,,,,,,,,,,,,,,,,Euro,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/instability/022/021di-2,,,,,,,,,,,,,,,,,Idraulico,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/agreement/dpc@22_5975/xm,,Decreto DPC Lazio n. 2772 del 31/10/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lotstep/dpc@19_1598/xm1-82,,,,,,,,,,,,,2019-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/intervention/dpc@22_5866/xm,,,,,,,,,,,,,,,,,,00201_034006,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/instability/310/071df-1,,,,,,,,,,,,,,,,,Frana,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/authkind/attuat/dpc@19_0124/xm1,,intervento DPC@19_0124/XM ha ente attuatore Comune - CASTEL FRENTANO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/economicindicator/vt066b/104_17,,,,,,,,,,,,,,,,Euro,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/authkind/autbac/119/06,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lotstep/dait@21_5520/xm1-184,,Informazione acquisita (o confermata) da interrogazione automatica su BDAP del giorno 2024-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lotstep/09ir707/g12-180,,,,,,,,,,,,,,,,,,,180,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/authkind/prop/359/08,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/economicindicator/201/081_4,,,,,,,,,,,,,,,,,,,,"300000,00",,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/authkind/prop/dait@21_3210/xm,,,,,,,,,,,,,,001081,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/economicindicator/dpc@20_5728/xm1_3,,,,,,,_l_importo_lotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/economicindicator/fc063b/101_3,,,,,,,,,,,,,,,,,,,,"500000,00",,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/agreement/430/99,,DPCM 21/12/1999 (DSTN/2/27774),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/economicindicator/dait@21_4350/xm1_3,,,,,,,_l_importo_lotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lot/03ir052/g11,,,,,,https://w3id.org/italia/env/ld/ihi/economicindicator/03ir052/g11_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lot/pc001a/1021,,,,,,https://w3id.org/italia/env/ld/ihi/economicindicator/pc001a/1021_18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/intervention/111/06,,Consolidamento dissesto franoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/economicindicator/cb030a/101_10,,,,,,,l_qe_oneriart92prog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/intervention/dpc@19_2442/xm,,,,,,,,http://www.rendis.isprambiente.it/rendisweb/dettaglioint.jsp?id=DPC@19_2442/XM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/repair/016/b22sf-5,,,,,,,,,,,,,,,,,,,,,tecnichediingegnerianaturalistica,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/economicindicator/372/022_9,,,,,,,,,,,,,,,,Euro,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lotstep/dait@21_2332/xm1-229,,,,,,,,,,,,,2023-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lot/dait@21_1822/xm1,,,,https://w3id.org/italia/env/ld/ihi/authkind/attuat/dait@21_1822/xm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/economicindicator/423/091_17,,,,,,,,,,,,,,,,Euro,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lotstep/maaf@20_0016/xm1-172,,,,,,,,,,https://w3id.org/italia/env/ld/ihi/lot/maaf@20_0016/xm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lotstep/390/021-220,,da comunicazione telefonica rup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lotstep/513/091-225,,,,,,,,,,https://w3id.org/italia/env/ld/ihi/lot/513/091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/intervention/dait@21_3823/xm,,,,,,,,,,,,,,,,,,,,,,dataset,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lot/dpc@19_1024/xm1,,,,,,,,http://www.rendis.isprambiente.it/rendisweb/dettagliolotto.jsp?id=DPC@19_1024/XM&lotto=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lot/at052a/101,,,,,,,,,E51J17000010002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/economicindicator/dpc@19_0642/xm1_1,,,,,,,,,,,,,,,,,,,,"354699,24",,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lotstep/at066a/101-220,,,,,,,,,,,,,,,,,,,220,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lot/18ir979/g11,,"Consolidamento pareti rocciose della Stretta del Fiume Alli (cofinanziamento di intervento di importo totale pari a €3.790.775,14)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lot/dpc@19_4127/xm1,,,,,,,,,,,,,,,,,,,,,,,xm,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/agreement/dait@23_0591/xm,,,,,,,,,,,,,2023-05-19,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/intervention/dpc@19_2803/xm,,,,,,,,,,,,,,,,,,,,,,dataset,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/authkind/autbac/dait@22_1008/xm,,intervento DAIT@22_1008/XM ha autorità di bacino Autorità di Bacino - Abruzzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lot/dpc@22_5705/xm1,,,,,,,,,,,,,,,,,,,,,,,,40.2399262454167,14.9875437280221,14.9875437280221 40.2399262454167,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/agreement/dpc@22_6646/xm,,,,,,,,,,,,,,,,,,,,,,,,,,,Non disponibile in G.U.,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/intervention/dpc@19_4575/xm,,,,,,,,,,,,,,,,,,,,,,,,,,,,xm,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/agreement/dpc@19_0750/xm,,,,,,,,,,,,,,,,,,,,,,,,,,,GU n.88 del 13/04/2019,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/repair/519/991sf-14,,opere realizzate per l'intervento 519/991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/intervention/16ir347/g1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dip_2,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/economicindicator/mo002b/108_4,,,,,,,,,,,,,,,,,,,,"115000,00",,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lot/dait@21_3672/xm1,,,,,,,,http://www.rendis.isprambiente.it/rendisweb/dettagliolotto.jsp?id=DAIT@21_3672/XM&lotto=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/intervention/dait@23_0172/xm,,INTERVENTI  DI REGIMENTAZIONE E  SMALTIMENTO ACQUE METEORICHE  PER IL MIGLIORAMENTO  DELL ASSETTO IDROGEOLOGICO E DI MESSA IN  SICUREZZA DELLE RELATIVE AREE A MAGGIOR CRITICIT¿  DELLA  CITTA DI  BELPASSO -  TERRITORIO  NORD  URBANO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/economicindicator/dait@21_7404/xm1_3,,,,,,,_l_importo_lotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/intervention/dait@23_1651/xm,,MESSA IN SICUREZZA IDRAULICA CON CONTESTUALE MANUTENZIONE STRAORDINARIA E ALLARGAMENTO DI VIA CAVINAZZO EST NEL TRATTO TRA VIA TIEPOLO FINO ALL INCROCIO CON VIA CORNARA E COLLEGAMENTO IDRAULICO CON CANALETTA CORO *VIA TERRITORIO COMUNALE*MESSA IN SICUREZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/authkind/attuat/dpc@19_2321/xm1,,,,,,,,,,,,,,030112,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lot/dait@21_0272/xm1,,,,,2022-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lot/dpc@21_5830/xm1,,,,,,,,,F55H21000160001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lotstep/15irb22/g11-217,,Informazione acquisita (o confermata) da interrogazione automatica su BDAP del giorno 2024-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lot/dait@21_0715/xm1,,,,,,https://w3id.org/italia/env/ld/ihi/economicindicator/dait@21_0715/xm1_5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lotstep/311/061-180,,Determinazione n° 158 Servizio Tecnico Manutentivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lot/03ir067/g11,,,,,,https://w3id.org/italia/env/ld/ihi/economicindicator/03ir067/g11_25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/economicindicator/dpc@19_4413/xm1_3,,,,,,,,,,,,,,,,,,,,"0,00",,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/intervention/dpc@19_2901/xm,,RISISTEMAZIONE DELLA SAGOMA DELLA SCOGLIERA AL FINE DI GARANTIRE ADEGUATA PROTEZIONE ALLE INFRASTRUTTURE PUBBLICHE E PRIVATE RETROSTANTI ANCHE TRAMITE LA FORNITURA E POSA IN OPERA DI NUOVI MASSI NATURALI DI CATEGORIA ADEGUATA*PASSEGGIATA CADORNA*ADEGUAME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/businessentity/068032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Comune,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lot/324/021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ufficio tecnico CBSM Geom. Corrado Costa,,,,,,,,
https://w3id.org/italia/env/ld/ihi/agreement/dait@23_0972/xm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Decreto InterMinisteriale DAIT del 19 maggio 2023 -  assegnazione contributi ai comuni per interventi di messa in sicurezza del territorio a rischio idrogeologico,,,,,,,
https://w3id.org/italia/env/ld/ihi/intervention/288/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Torrenti Perledo e Bassola,,,,,,
https://w3id.org/italia/env/ld/ihi/economicindicator/050/091_1,,,,,,,_l_or_i_stima_valore_lotto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lotstep/dpc@19_1390/xm1-172,,,,,,,,,,,,,,,,,,,172,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/intervention/dait@23_1652/xm,,,,,,,,http://www.rendis.isprambiente.it/rendisweb/dettaglioint.jsp?id=DAIT@23_1652/XM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/intervention/18ir658/g1,,Intervento per la mitigazione rischio frana sul versante in loc. Vermicelli del Comune di Rende,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lotstep/dait@21_6021/xm1-142,,,,,,,,,,,,,,,,,,,142,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/economicindicator/dpc@19_0469/xm1_1,,,,,,,,,,,,,,,,Euro,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/intervention/dpc@20_5773/xm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800000.00,,,,,
https://w3id.org/italia/env/ld/ihi/lotstep/dpc@19_1989/xm1-226,,,,,,,,,,,,,,,,,,,226,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/intervention/dait@22_0507/xm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800000.00,,,,,
https://w3id.org/italia/env/ld/ihi/authkind/prop/dait@21_6924/xm,,intervento DAIT@21_6924/XM ha ente proponente Comune - TORRE LE NOCELLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/authkind/attuat/dpc@19_3957/xm1,,intervento DPC@19_3957/XM ha ente attuatore Comune - PRIMIERO SAN MARTINO DI CASTROZZA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/economicindicator/co051b/101_22,,,,,,,l_qe_spesetecfin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/lot/455/991,,,,,,,,http://www.rendis.isprambiente.it/rendisweb/dettagliolotto.jsp?id=455/99&lotto=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/agreement/dpc@19_0022/xm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Programmazioni Dipartimento Protezione Civile,,,,
https://w3id.org/italia/env/ld/ihi/lotstep/140/062-170,,,,,,,,,,,,,,,,,,,170,,,,,,,,,,,,,,,,,,,,
https://w3id.org/italia/env/ld/ihi/intervention/dait@21_7051/xm,,,,https://w3id.org/italia/env/ld/ihi/authkind/autbac/dait@21_7051/xm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
