Subject,type,label (en),label (it),isMemberOf,atTime,hasValue,hasUnitOfMeasure,value
https://w3id.org/italia/env/ld/soilc/indicator/00201_017157_ecosis6_2021,https://w3id.org/italia/env/onto/inspire-mf/Indicator,,,,
https://w3id.org/italia/env/ld/common/value/_51.88799789435_euro,https://w3id.org/italia/env/onto/top/Value,,,,
https://w3id.org/italia/env/ld/common/value/44.228_percentage,https://w3id.org/italia/env/onto/top/Value,,,,
https://w3id.org/italia/env/ld/soilc/indicator/00201_052027_ccidri5_2021,https://w3id.org/italia/env/onto/inspire-mf/Indicator,,,,
https://w3id.org/italia/env/ld/soilc/indicator/00201_071010_pidrau8_2021,https://w3id.org/italia/env/onto/inspire-mf/Indicator,,,,
https://w3id.org/italia/env/ld/soilc/indicator/00201_016159_ccidri3_2021,https://w3id.org/italia/env/onto/inspire-mf/Indicator,,,,
https://w3id.org/italia/env/ld/soilc/indicator/00201_006148_pidrau6_2021,https://w3id.org/italia/env/onto/inspire-mf/Indicator,,,,
https://w3id.org/italia/env/ld/soilc/indicator/00201_019074_ccidri1_2021,https://w3id.org/italia/env/onto/inspire-mf/Indicator,,,,
https://w3id.org/italia/env/ld/soilc/indicator/00201_001194_pfrane7_2021,https://w3id.org/italia/env/onto/inspire-mf/Indicator,,,,
https://w3id.org/italia/env/ld/common/value/_95.1_euro,https://w3id.org/italia/env/onto/top/Value,,,,
https://w3id.org/italia/env/ld/soilc/indicator/00201_021064_pfrane8_2021,https://w3id.org/italia/env/onto/inspire-mf/Indicator,,,,
https://w3id.org/italia/env/ld/soilc/indicator/00201_003047_ecosis7_2021,https://w3id.org/italia/env/onto/inspire-mf/Indicator,,,,
https://w3id.org/italia/env/ld/common/value/137.9_hectare,https://w3id.org/italia/env/onto/top/Value,,,,
https://w3id.org/italia/env/ld/soilc/indicator/00201_023089_diseco6_2021,https://w3id.org/italia/env/onto/inspire-mf/Indicator,,,,
https://w3id.org/italia/env/ld/common/value/93.0055570125716_percentage,https://w3id.org/italia/env/onto/top/Value,,,,
https://w3id.org/italia/env/ld/soilc/indicator/00201_093026_csuolo1_2021,https://w3id.org/italia/env/onto/inspire-mf/Indicator,,,,
https://w3id.org/italia/env/ld/soilc/indicator/00201_064117_ccoste7_2021,https://w3id.org/italia/env/onto/inspire-mf/Indicator,,,,
https://w3id.org/italia/env/ld/common/value/15.87_hectare,https://w3id.org/italia/env/onto/top/Value,,,,
